ID,Label,Text
3061,CRITICAL,Ya es oficial  y ya dejamos de ser  negacionistas  y  conspiranoicos   PFIZER reconoce pblicamente por primera vez que su terapia mRNA  mal llamada  vacuna covid  perjudica gravemente el semen y la fertilidad  https  twitter  com  disclosetv  status  1538487036247777282  s  20 
1157,CRITICAL,Mi madre tuvo el sabado un ictus  llevaba dias con dolor de cabeza agudo  La insist muchisimo para ir a urgencias  pero lo unico que hicimos al final fue ir a su medico de cabecera  Nos mando para casa con medicamentos para la tension y ibuprofeno  Ahora esta ingresada en la unidad de ictus  Puede hablar pero esta debil  va lenta  y le cuesta todo  Acabo de darme cuenta que esto tiene que estar relacionado con que recibi la vacuna hace unos 6  7 meses  Alguien por favor podria decirme que tratamientos son mas efectivos en estos casos  Esta tarde la visito en un rato y preguntar informacion mas detallada al medico  Gracias  
9042,CRITICAL,  Austria contrata personas por  40000 al ao para perseguir a los que rechazan las vacunas Lee el artculo aqu   https  tierrapura  org  2021  12  27  austria  contrata  personas  por  40000  al  ano  para  perseguir  a  los  que  rechazan  las  vacunas  Telegram  https  bit  ly  36ertHL Safechat  https  bit  ly  3qDUxQW Facebook  https  bit  ly  3o0qTmZ Instagram  https  bit  ly  2V0zfyp Rumble  http  bit  ly  3pLURf0 
2766,CRITICAL,El Gobierno de Reino Unido se niega a seguir publicando datos sobre los vacunados  Los datos sugieren que los triplemente INOCULADOS empiezan a sufrir un Sndrome tipo SIDA  inmunodeficiencia adquirida  y los doble Pauta sufren de ADE  Incremento dependiente de anticuerpos  Antibody  Dependent Enhancement   Ambos sndromes provocan que el sistema inmune no funcione correctamente y que otras enfermedades que deberan ser leves o que no se deberian manifestar  ahora se puedan presentar debido a la incapacidad del cuerpo a protegerse  y que estas se agraven  aumenten o se conviertan en muy graves  https  dailyexpose  uk  2022  04  17  gov  refuses  publish  vaccinated  suffering  ai  ds  ade  
5128,CONSPIRACY,Dieciochoaero nos expresa amablemente su vivencia de la  Plandemia  sus razones para vacunarse sin ningn tipo de informacin y su desconocimiento acerca de la  censura y de la existencia de una disidencia culta y respetable   Despierta  Respiracionistas  NWO  YoNoMeVacuno  LosNiosNoSeTocan  Libertad  AMNoMePinchais 
1509,CRITICAL,[ Reenviado de Agente Smith ] [ Foto ]   POLICIAS POR LA LIBERTAD   Las asociaciones piden colaboracin a su POLICA y nosotros se la otorgamos Esta vez le toca a DOMO ACCIN GALICIA  con el apoyo de DULCE REVOLUCIN y LIBERUM  os invitan a firmar un escrito de OPOSICIN contra el Tratado Internacional sobre Pandemias de la OMS  Todos a una   los vamos a parar    OMS  FIRMA del ESCRITO DE OPOSICIN AL TRATADO INTERNACIONAL DE PANDEMIAS      PROTEJAMOS Y DEFENDAMOS NUESTRA SOBERANA Y DERECHOS INALIENABLES     OMS  SIGN THE WRIT OF OPPOSITION TO THE INTERNATIONAL TREATY ON PANDEMICS  PROTECT AND DEFEND OUR SOVEREIGNTY AND INALIENABLE RIGHTS     OMS  Signez lCRIT DOPPOSITION AU TRAIT INTERNATIONAL SUR LA PANDEMIE      PROTGER ET DFENDRE NOTRE SOUVERAINET ET NOS DROITS INALINABLES     https  hombresymujeresvivoslibres  worldaction  org      ESTA ES NUESTRA POLICA   LA POLICA Y EL PUEBLO   JUNTOS DE LA MANO 
1975,CONSPIRACY,INDIGNANTE VIDEO DE PROPAGANDA DEL FORO ECONMICO MUNDIAL  CON EL FIN DE DIVIDIR AN MS A LA GENTE  Se afirma que la mayora de la poblacin est a favor de un pasaporte Covid  El 67  son supuestamente a favor de un pase Covid tambin para los conciertos u otros grandes eventos son necesarios  Ms de la mitad de los encuestados   quin y dnde se encuest   opinan que ese pase tambin es necesario para los restaurantes y los centros comerciales  En Brasil  Canad y EE  UU   ms del 60  de los ciudadanos estn a favor de prohibir los viajes y los actos pblicos a las personas no vacunadas    Supuestamente el 46  piensa que esto no es justo  Se pregunt quin deba tener acceso a los datos  El 84  cree que est bien si el mdico tiene acceso  El 50  supuestamente lo encuentra bien  si el empleador tiene acceso 
3642,CRITICAL,El ex vicepresidente de Pfizer vuelve a advertir sobre las vacunas COVID y el  riesgo severo  de infertilidad para las mujeres https  trikooba  com   p  26715   Sguenos tambin en  Facebook  https  bit  ly  3aNR3Fe Twitter  https  bit  ly  3siC2ll Mewe  https  bit  ly  3dxxenE Gab  https  bit  ly  3u7BCzb SafeChat  https  bit  ly  2ZsB7lL 
2396,CONSPIRACY,DR  ROBERT MALONE  inventor de la tecnologa ARNm  CONFIRMA EL TRUCO SOBRE LA APROBACIN DE LA FDA SOBRE LA VACUNA DE PFIZER  1  La vacuna de ARNm de PFIZER que se ha estado administrando no ha obtenido la licencia de vacuna  Solo ha extendido su uso de emergencia y sigue siendo experimental  2  Sobre ese producto las farmacuticas s tienen inmunidad por los daos que cause  Y sigue estando en fase experimental  Por tanto NO pueden hacerlo obligatorio en EEUU  3  La que s ha obtenido licencia de vacuna es OTRA vacuna de PFIZER llamada Comirnaty  La cual no est disponible an  Sobre la que las farmacuticas ya no tienen inmunidad por daos  Y la cual puede tener diferencias a la primera  Cmo veis  todo parece un truco de la FDA para confundir  y gracias tambin a los titulares de los medios  El objetivo parece ser que ms gente CREA que pueden ser obligatorias o que CREA que deben inocularse  o que empresarios CREAN que pueden coaccionar a empleados por ello  https  www  bitchute  com  video  kcifQKTleRTf  
2494,CONSPIRACY,    MODELO  EJEMPLO  AYUDA  GUA  MANDAR CORREO  FUMIGACIONES  MINISTERIO  TRANSICIN ECOLGICA Mensaje  Estimado Sr  a Me pongo en contacto con ustedes para denunciar la situacin que estamos viviendo respecto a la contaminacin que pueden estar sufriendo nuestros cielos  debido a la cantidad de productos que se vierten en ellos desde hace tiempo  Para justificar esta afirmacin ma  les remito una serie de fotos  realizadas por m misma  con fechas variadas  comprendidas entre septiembre de 2021 y abril de 2022 para que sirvan como muestreo  Desde mi domicilio se observa muy bien una gran parte del cielo de Sevilla  y al estar orientada en direccin al aeropuerto tambin se observa  espordicamente  el paso de aviones comerciales que nunca dejan estela visible alguna  Las estelas no son producidas de ninguna forma por condensacin de vapor de agua  El producto emitido se va expandiendo conforme pasa el tiempo  permaneciendo en el cielo y adoptando formas de nubes deshilachadas que no corresponden con las provocadas por la propia naturaleza  Debido a la inquietud que esto me provoca  y al ser ustedes el organismo encargado de velar por el medioambiente  les trasmito unas consideraciones y una serie de preguntas  solicitando se me conteste a ellas    Tenindose en cuenta que la autorizacin que el Gobierno de la Nacin dio  para que el Ministerio de Defensa fumigara con los productos necesarios para combatir la pandemia en su inicio  tena como periodo de validez slo el que corresponda al periodo de estado de alarma  que ya haba expirado en las fechas a las que me refiero y muestro en mis fotos   quin est realizando dichas fumigaciones   Est autorizado para ello     Cules son los productos qumicos presentes en dichas emisiones     Cules son los efectos que pueden producir en los seres vivos  y sobre todo en las personas que los respiramos posteriormente     Qu utilidad tienen y qu necesidad hay de hacer uso de ellos    Debido a la permanente mentalizacin que se tiene sobre la ciudadana de reducir las emisiones para combatir el cambio climtico  de forma que se nos insta continuamente a reducir el uso de vehculos  el consumo de energa  etc  y habida cuenta que estas fumigaciones continuas estn afectando a la atmsfera del planeta   ellas no provocan el famoso calentamiento global  Considero que la transparencia de los organismos oficiales deben pasar por que los contribuyentes sepamos siempre a qu se deben las actuaciones que realizan  ya que todo es financiado por los impuestos que pagamos  y es por ellos que doy por hecho que se me contestar  en virtud de esa transparencia tan presumida por nuestros polticos  Muchas gracias por su atencin y espero su pronta respuesta a mis preguntas  Telegram   kroda  Pensaron enterrarnos sin saber que ramos semilla   
1526,CONSPIRACY,La AGENDA GLOBALISTA implica la prdida de IDENTIDAD NACIONAL  La prdida de IDENTIDAD INDIVIDUAL y SEXUAL  La prdida de esa escuela de filosofa Helenstica denominada ESCEPTICISMO  La anulacin de todos los valores morales  La transformacin de los ciudadanos en sbditos  El adoctrinamiento de la poblacin a travs de los MMM  De los colegios  de la Universidad  La herramienta fundamental es el dinero  Las deudas externas salvajes de todos los pases colaboradores son la argolla que impedir una vuelta atrs  La manipulacin de las conciencias a travs del MIEDO a lo que se les ocurra  clima  pandemias  unido a una profunda falta de criterio de los sbditos  consecuencia de una ms profunda todava falta de cultura  son las especias que harn que el guiso est a su gusto   Esperanza  Puede haberla  el hombre lleva evolucionando millones de aos  y aqu sigue  Pero el panorama es desolador  y un elevadsimo tanto por ciento de humanos no se est dando cuenta de nada  
3435,CONSPIRACY,COMUNICADO DE ROBERT MALONE Doctor en Medicina e inventor de la tecnologa ARN  en la que se basan las vacunas covid  ANTES DE INYECTAR A SU HIJO Mi nombre es Robert Malone y les hablo como padre  abuelo  mdico y cientfico  Por lo general  no leo de un discurso preparado  pero esto es tan importante que quera asegurarme de que cada palabra y todos los hechos cientficos son correctos  Respaldo esta declaracin con una carrera dedicada a la investigacin y el desarrollo de vacunas  Estoy vacunado contra el COVID y generalmente soy partidario de la vacunacin  He dedicado toda mi carrera a desarrollar formas seguras y efectivas para prevenir y tratar enfermedades infecciosas  Antes de inyectar a su hijo  una decisin que es irreversible  quera informarle los hechos cientficos sobre esta vacuna gentica  que se basa en la tecnologa de la vacuna de ARNm que cre  Hay tres cuestiones que los padres deben comprender   La primera es que se inyectar un gen viral en las clulas de sus hijos  Este gen obliga al cuerpo de su hijo a producir protenas de pico txicas  Estas protenas a menudo causan daos permanentes en los rganos crticos de los nios  incluidos  Su cerebro y sistema nervioso  Su corazn y vasos sanguneos  incluidos los cogulos de sangre   Su sistema reproductivo  Y esta vacuna puede desencadenar cambios fundamentales en su sistema inmunolgico   El punto ms alarmante de esto es que una vez ocurridos estos daos  son irreparables   No puedes arreglar las lesiones dentro de su cerebro   No se pueden reparar las cicatrices del tejido cardaco  No puede reparar un sistema inmunolgico restablecido genticamente y  Esta vacuna puede causar daos reproductivos que podran afectar a las generaciones futuras de su familia   Lo segundo que debe saber es el hecho de que esta nueva tecnologa no se ha probado adecuadamente   Necesitamos al menos 5 aos de pruebas  investigacin antes de que podamos comprender realmente los riesgos  Los daos y riesgos de los nuevos medicamentos a menudo se revelan muchos aos despus   Pregntese si quiere que su propio hijo sea parte del experimento mdico ms radical de la historia de la humanidad   Un ltimo punto  la razn por la que le estn dando para vacunar a su hijo es una mentira   Sus hijos no representan ningn peligro para sus padres o abuelos   En realidad  es todo lo contrario  Su inmunidad  despus de contraer COVID  es fundamental para salvar a su familia  si no al mundo  de esta enfermedad  En resumen  no hay ningn beneficio para sus hijos o su familia al vacunar a sus hijos contra los pequeos riesgos del virus  dados los conocidos riesgos para la salud de la vacuna con la que  como padre  usted y sus hijos pueden tener que convivir por el tiempo  resto de sus vidas  El anlisis de riesgo  beneficio ni siquiera est cerca  Como padre y abuelo  mi recomendacin es que resista y luche para proteger a sus hijos    Seguir y compartir  esperanzaespejo 
5138,CRITICAL,  Vaya  vaya  vaya    ESPAA  el 90  de los muertos Covid en la ltima semana fueron en residencias  que como todos sabemos tienen pauta completa de vacunacin  Es decir  dicho de otra forma  EL 90  DE LOS MUERTOS COVID EN LA LTIMA SEMANA ESTABAN VACUNADOS  y del otro 10  no se sabe si estaban o no vacunados  
2156,CONSPIRACY,APOYEN A LOS MDICOS QUE LO HAN DADO TODO  SUS TRABAJOS  SUS CARRERAS Y SUS LICENCIAS POR VUESTRA SALUD  ADEMS SON LOS NICOS QUE CUANDO PERSONAS DE LA DISIDENCIA HAN ENFERMADO HAN SABIDO CURARLOS AL 100   SIN PROTOCOLOS RAROS  APOYADLOS MOSTRDLES VUESTRA SOLIDARIDAD  Los charlatanes egocntricos se unfiltraron en la disidencia  no tenan nada que perder detrajeron a los mdicos que denunciaban la manipulacin  Ellos  los mdicos que nos avisaron de la manipulacin tenan todo que perder y nada que ganar  Lo mnimo es apoyarles y con la misma darle la espalda a los infiltrados que han estado apuntando a sus cabezas durante ao y medio  Texto  Cada persona que llam a esta prctica  cada persona que obtuvo su certificado en esta prctica y cada persona que se par frente a esta prctica y se puso en fila y as llam la atencin del pblico sobre este valiente mdico ahora tiene la obligacin de traer  Esto significa que aqu se requiere solidaridad  de todos los que queran esconderse detrs de estos certificados  de todos los que ahora han llevado a este mdico a esta situacin  Algo tiene que suceder aqu ahora y una multitud de personas debera reunirse frente a esta prisin contra aquellos que hicieron que las manifestaciones del 1 de agosto y el 29 de agosto pareciera un festival de jardn de infantes  Se debe aumentar la presin aqu y esta es exactamente la situacin en la que se requieren todos los pacientes que hayan recibido algn certificado de todos los mdicos del movimiento y tambin de mdicos que no estaban en el movimiento  Porque este mdico no estaba en movimiento  actuaba por conviccin  no tena red alguna  no perteneca a ninguna asociacin  ni siquiera conoca a los principales protagonistas  l es un pen ahora  nadie lo nota y no debera permanecer as y Tengo muchas esperanzas de que todos los pacientes que estn agradecidos con cualquier mdico por lo que hizo por ellos durante esta pandemia ahora hagan las paces usando al Doctor Wollny como ejemplo  Espero mucho que haya protestas masivas en frente a esta prisin  dr  Bodo Schiffmann 3  6  22 
574,CRITICAL,La sobrina de una amiga miavacunada   le detectaron cancer  piensan que si fue la  pero tambin estn con dudasotro caso  de una amiga la cul me cont que su ex se vacuno y al 4 da falleci de un paro cardaco  el chico era deportista y con 23aos 
4531,CRITICAL,Apartado 41  del informe  InfoVacunas   Posibles reacciones adversas a las vacunas Covid  19  FDA    Sndrome de Gillain  Barr  Encefalomielitis diseminada aguda  Mielitis transversa  Encefalitis  mielitis  encefalomielitis meningoencefalitis  meningitis  encefalopata  Convulciones  Accidentes cerebrovasculares  Narcolepsia y catapleja  Anafilaxia  Infarto agudo de miocardio  Miocarditis  pericarditis  Enfermedad autoinmune  Muertes  Resultados del embarazo y el parto  Otras enfermedades desmielinizantes agudas  Reacciones alrgicas no anafilcticas  Trombocitopenia  Coagulacin intravascular diseminada  Tromboembolismo venoso  Artritis y artralgia  dolor articular  Enfermedad de Kawasaki  Sndrome Inflamatorio Multisistmico en Nios  Enfermedad potenciada por la vacuna FUENTE  Planes CBER para el Monitoreo de la Seguridad y Eficacia de las Vacunas COVID  19  FDA  https  www  fda  gov  media  143557  download  fbclid  IwAR3Tnmi _ mR8ZC7WDsRvQjpVVjd9vQZ7tPfPhy _ RmE2z15wpK16x7V7e8wUs 
867,CRITICAL,Nunca he aportado mi testimonio a este grupo  Una conocida en mi pueblo  sana  de las que se daban su paseo todos los das  se vacun y a los cuatro das falleci  Literalmente  a los cuatro das  A un miembro de mi familia le dieron arritmias a las pocas semanas de vacunarse con la segunda dosis  Afortunadamente no tiene lesin  pero hemos estado preocupados hasta que el cardilogo le ha sacado de dudas  
2729,CRITICAL,  Dr Daniel Nagase Yoshio  Mdico de urgencias  Licenciado en biologa celular y fisiologa  Las  mutaciones genticas silenciosas  afectarn la fertilidad de la prxima generacin  Se han inyectado 1  250 millones de mujeres en edad frtil  Son portadores de mutaciones de la lnea de vulos  Llevan un ADN silencioso que solo se ver en la prxima generacin  Estudio  Dr Nagase  vacuna    Fuente  COVIDLandEspaol   Sgueme  t  me  No _ Plandemia 
2444,CRITICAL,Dra Natalia Prego  le copio un testimonio que ha llegado hoy al canal del Sr Zaragoza  Hola  buenas noches  mi nombre es es Blasco y resido en Madrid  edad 50 aos Me siento solo en esto que os voy a contar  El da 4 de junio me pusieron en La Fundacin Jimnez Daz la primera dosis de Pzifer y a los 4 das empec con cefaleas intermitentes  debilidad  mareos  cansancio  en una analtica de control que me tocaba el da 20 de Junio me detectan 40000 plaquetas  me voy a urgencias de la Clnica la Luz  Madridexplico el caso  el mdico ni ega que pueda ser de la vacuna y que me observe si empeor  Me voy notando peor con el paso de los das  petequias en piel  las extremidades y lceras sangrantes en la boca y los sntomas antes descritos  Decido ir a urgencias el da 7 de Julio de camino me sale una tromboflebitis en brazo izquierdo ya diagnosticada y en anlisis 6000 plaquetas  Ingresado 5 das con corticoides y con 41000 plaquetas para casa  Estoy actualmente con corticoides para subir las plaquetas  nadie sabe nada y el tiempo dir si es casual o por la vacuna  Decir que en marzo en anlisis estaba OK en todo y de plaquetas en 250000  En fin voy a leer el grupo haber si me siento identificado  Saludos y gracias por escucharme  Se me olvidaba mand los informes mdicos a la Agencia Espaola del Medicamento y a Farmacovigilancia de la Comunidad de Madrid y han pasado de m  que vaya a urgencias y que me vea mi mdico y que toman nota  Vergonzoso 
3189,CRITICAL,  Un detergente consigue lo que no han conseguido las vacunas  eliminar el covid en un 999     Hay que  ReirPorNoLlorar   El gran show ya es esperpntico  Fuente   Si la INFORMACION es PODER  es hora de volvernos P O D E R O S O S    Spain _ Denuncia 
9037,CRITICAL,https  stevekirsch  substack  com  p  board  member  of  large  german  insurance  r  o7iqo  utm _ campaign  post  utm _ medium  web  utm _ source  url Miembro de empresa de seguros alemana informa que sus datos revelan mayores efectos adversos por las vacunas que los publicados Unite a Plandemia  https  t  me  PLANDEMIA _ MUNDIAL _ COVID 
907,CRITICAL,Pienso igual que t  es muy injusto  pero nunca me pondr una vacuna as que vamos a tener que buscar alternativas a lo que no nos dejen hacer   igualmente un camarero  o cualquier trabajador de un establecimiento  no puede pedir el DNI ni que te identifiques  eso slo lo puede hacer un polica  o guardia de seguridad  as que si en algn sitio te piden el DNI  pides la hoja de reclamaciones y pones una reclamacin 
